grouping,min_stations,min_overlap_years,min_span_years,network_id,huc2,huc4,huc6,huc8,huc_key,n_stations,n_stations_available,site_ids,overlap_start,overlap_end,catalog_overlap_start,catalog_overlap_end,catalog_overlap_years,enough_overlap_years,max_pair_km,n_stations_with_coords,n_stations_missing_coords,coord_policy,coords_incomplete,distance_mode,river_names,river_name,states,flow_connected,spatially_proximate_not_flow_connected,temperature_record_unverified,sealed_outcomes_opened,never_sealed,never_sealed_v1_ids,historical_seen,nldi_origin_site_id,n_connected_stations,connected_site_ids,nldi_um_status,nldi_dm_status,climate_band,size_tertile,stratum,regulation_stratum,seed,assignment_sha256,split_role,split_table_sha256
huc8,3,8.0,8.0,huc8_03040207,03,0304,030402,03040207,03040207,4,4,"02110755,02110760,02110770,02110777",2005-10-29,2026-08-25,2005-10-29,2026-08-25,20.82135523613963,True,23.053806278268816,4,0,complete,False,uncapped,AIW,AIW,South Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,023b19d50d257e66a13b9a0ff19951bf0ae22f3e18b1c7fa8efc0ad4d3c98691,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10020005,10,1002,100200,10020005,10020005,4,4,"06026500,06027600,06035000,06036650",2006-07-01,2026-08-24,2006-07-01,2026-08-24,20.147843942505133,True,65.08935528995022,4,0,complete,False,uncapped,Jefferson River|Willow Creek,mixed,Montana,not_queried,False,True,False,False,,False,,,,,,cold_semiarid,mid,cold_semiarid|mid,unknown_until_gages,20260826,c0ba5a9bb338e7834870789b8265d56b15f5996ed9bbcc6f002313acb84613f0,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10070002,10,1007,100700,10070002,10070002,4,4,"06191500,06192500,06195750,06195950",2007-07-13,2026-08-24,2007-07-13,2026-08-24,19.11567419575633,True,105.36649377618865,4,0,complete,False,uncapped,Yellowstone River,Yellowstone River,Montana,not_queried,False,True,False,True,yellowstone_river_huc10,False,,,,,,cold_semiarid,mid,cold_semiarid|mid,unknown_until_gages,20260826,2ed6437bc54f2de06d0a779b99ea799aff090bc5a287507bccc11cf721a91cd8,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_07040006,07,0704,070400,07040006,07040006,4,4,"05382255,05382257,05382267,05382284",2009-08-04,2026-08-24,2009-08-04,2026-08-24,17.05407255304586,True,9.11918744547211,4,0,complete,False,uncapped,LA CROSSE RIVER|SILVER CREEK|STILLWELL CREEK,mixed,Wisconsin,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,8db62248a87d8f706a79da97634afeb9222c80fa0f8b2448b183d90fafee3cab,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05060001,05,0506,050600,05060001,05060001,4,4,"03219500,03220510,03228039,03228300",2010-10-01,2026-08-24,2010-10-01,2026-08-24,15.89596167008898,True,66.41428992918047,4,0,complete,False,uncapped,Big Walnut Creek|Scioto R.|Scioto River,mixed,Ohio,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,148c6f4ab4d65222a4999a57f55eecc6cf3ee972ed26b01732bdbb29d9cf7901,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_08030207,08,0803,080302,08030207,08030207,4,4,"07288000,07288280,07288500,07288650",2010-10-28,2024-10-22,2010-10-28,2024-10-22,13.984941820670773,True,92.52651535161864,4,0,complete,False,uncapped,BIG SUNFLOWER RIVER|BOGUE PHALIA,mixed,Mississippi,not_queried,False,True,False,False,,False,,,,,,unspecified,mid,unspecified|mid,unknown_until_gages,20260826,2722244f6aa8cea154f99fbd3c190bc873418efbcfe027ca70e888e804e53f31,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05090203,05,0509,050902,05090203,05090203,4,5,"03260100,03262001,03277075,03277130",2001-03-07,2014-09-29,2001-03-07,2014-09-29,13.56331279945243,True,26.274385159368144,4,0,complete,False,uncapped,ELIJAHS CREEK|GUNPOWDER CR|MUD LICK CR|WOOLPER CREEK,mixed,Kentucky,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,f5fa69fd920bb435d649a3b11d36317d3e0ae4b4e81fc1347b2d19f74982404d,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11130206,11,1113,111302,11130206,11130206,4,4,"07311900,07312100,07312500,07312700",1998-09-30,2011-09-29,1998-09-30,2011-09-29,12.996577686516085,True,108.17190285227927,4,0,complete,False,uncapped,Wichita Rv,Wichita Rv,Texas,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,58f5899d7cf63c76a07a365019654ae7e5d4b51f5ad5296ac1030cfd5bdea258,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05010007,05,0501,050100,05010007,05010007,4,4,"03041500,03042000,03043810,03044000",2013-09-29,2026-08-24,2013-09-29,2026-08-24,12.900752908966462,True,31.116461798796756,4,0,complete,False,uncapped,Blacklick Creek|Conemaugh River,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,3952c1d1274f2e6c381a4c5b28395862833cbb0563e6426d5cef29527378b7d0,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05010005,05,0501,050100,05010005,05010005,4,4,"03026480,03027500,03028000,03028500",2013-10-01,2026-05-06,2013-10-01,2026-05-06,12.594113620807667,True,21.391621577402248,4,0,complete,False,uncapped,Clarion River|EB Clarion River|East Branch Clarion River|West Branch Clarion River,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,d0876e6be22cc72196dcaaea0265fe3654233d2113b3bd74b89a52be3195da29,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02070010,02,0207,020700,02070010,02070010,4,4,"01649190,01649500,01654500,01656903",2013-02-08,2025-06-03,2013-02-08,2025-06-03,12.314852840520192,True,44.61655829353209,4,0,complete,False,uncapped,FLATLICK BRANCH|LONG BRANCH|NORTHEAST BRANCH ANACOSTIA RIVER|PAINT BRANCH,mixed,"Maryland,Virginia",not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,7ea43f02b2de909648302f6d2545c4584801bc77604b581f30416fce6ff6761b,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17060306,17,1706,170603,17060306,17060306,4,4,"13340000,13341050,13342500,13343000",2008-09-30,2021-01-05,2008-09-30,2021-01-05,12.265571526351813,True,54.63048879847498,4,0,complete,False,uncapped,CLEARWATER RIVER,CLEARWATER RIVER,Idaho,not_queried,False,True,False,True,clearwater_river_huc17,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,0982769cf563dcd6744f545dca4730845159cecc5c71f5e6f463e323f60922f6,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_18040001,18,1804,180400,18040001,18040001,4,5,"11261100,11261500,11262900,11273400",2010-10-01,2022-11-08,2010-10-01,2022-11-08,12.10403832991102,True,15.581174292074431,4,0,complete,False,uncapped,MUD SLOUGH|SALT SLOUGH A HWY 165|SAN JOAQUIN R|SAN JOAQUIN R A FREMONT FORD BRIDGE CA,mixed,California,not_queried,False,True,False,False,,False,,,,,,mediterranean,mid,mediterranean|mid,unknown_until_gages,20260826,380f3eb8501344c8e8cfffacd0d89a67610c667bc2268cf87983ec32adaa6e11,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_19020302,19,1902,190203,19020302,19020302,4,5,"15258000,15260001,15261000,15266300",2015-07-21,2026-08-10,2015-07-21,2026-08-10,11.055441478439425,True,69.56196199269289,4,0,complete,False,uncapped,COOPER C|KENAI R,mixed,Alaska,not_queried,False,True,False,False,,False,,,,,,subarctic,mid,subarctic|mid,unknown_until_gages,20260826,6d4d2681747ff19a11b42d08755dd5410cc09c8e52d4b0440481a4a7a931a122,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_07070005,07,0707,070700,07070005,07070005,4,8,"05406460,05406470,05406491,05406500",1985-01-03,1995-09-29,1985-01-03,1995-09-29,10.735112936344969,True,7.636379645391462,4,0,complete,False,uncapped,BLACK EARTH CREEK|BREWERY CREEK|GARFOOT CREEK,mixed,Wisconsin,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,36071cc2308a4ee9a262f675f5e9834e72d35e4503612030a042299d9431d8ed,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02050305,02,0205,020503,02050305,02050305,4,6,"01570500,0157155010,0157155014,01571820",1996-10-17,2007-07-10,1996-10-17,2007-07-10,10.726899383983573,True,64.08478094349593,4,0,complete,False,uncapped,"Susquehanna River|Swatara Creek|Swatara Creek, Site C1,|Swatara Creek, Site C3,",mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,98a884c8e1bb3fee5110279f10539467a0393879f15328f9643e4d6bac252f93,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14050006,14,1405,140500,14050006,14050006,4,5,"09306007,09306222,09306242,09306255",1975-01-22,1985-09-29,1975-01-22,1985-09-29,10.685831622176591,True,42.372154116298354,4,0,complete,False,uncapped,CORRAL GULCH|PICEANCE CREEK|YELLOW CREEK,mixed,Colorado,not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,mid,cold_arid_highland|mid,unknown_until_gages,20260826,de74c02eb1d029471bcff054114783fb5261454326b95e4ec0b726563179d72c,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02060003,02,0206,020600,02060003,02060003,4,4,"01581752,01581920,01585075,01589290",2016-01-16,2026-08-23,2016-01-16,2026-08-23,10.600958247775496,True,38.60752334834006,4,0,complete,False,uncapped,FOSTER BRANCH|GUNPOWDER FALLS|PLUMTREE RUN|SCOTTS LEVEL BRANCH,mixed,Maryland,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,59aec0a24df31b1ebac5bc82bfd3ce057afe4bf3957de7aecfbecf0ee7b4c2fe,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05100205,05,0510,051002,05100205,05100205,4,4,"03287500,03288180,03289000,03289500",2016-06-24,2026-07-12,2016-06-24,2026-07-12,10.047912388774812,True,35.203035910998956,4,0,complete,False,uncapped,CANE RUN CREEK|ELKHORN CREEK|KENTUCKY RIVER|SOUTH ELKHORN CREEK,mixed,Kentucky,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,378690a25901badc4c9272af2b394ccc9230471804bfe0f3203cb6acfb13f3b9,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05130204,05,0513,051302,05130204,05130204,4,4,"03432100,0343233905,034324146,03433500",2016-10-21,2026-08-24,2016-10-21,2026-08-24,9.839835728952773,True,32.19735391115431,4,0,complete,False,uncapped,HARPETH RIVER,HARPETH RIVER,Tennessee,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,5c2a7d02d2be7d38e81db5d5e089ce14cced8e84c54f22077d5dac4cbe29c732,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03100101,03,0310,031001,03100101,03100101,4,4,"02297345,02297350,02297460,02298202",2016-04-07,2025-11-19,2016-04-07,2025-11-19,9.618069815195073,True,12.970286359415859,4,0,complete,False,uncapped,PEACE RIVER|SHELL CREEK,mixed,Florida,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,6c120742df3bfe7f43e568bd59f2b319b1c839de7ad170ec1de3fc060f0b0306,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02030105,02,0203,020301,02030105,02030105,4,6,"01400500,01401000,01402000,01460595",2012-02-01,2021-08-30,2012-02-01,2021-08-30,9.57700205338809,True,26.78298316966897,4,0,complete,False,uncapped,Del & Rar Canal|Millstone River|Raritan River|Stony Brook,mixed,New Jersey,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,8fed7a5fbf23ecf1729c5a22863fc41b11cfe03c60296b24c41886b3d7a7cc79,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10230006,10,1023,102300,10230006,10230006,4,4,"06610000,06610505,410333095530101,412126095565201",2013-04-13,2022-06-24,2013-04-13,2022-06-24,9.196440793976729,True,33.580351216280725,4,0,complete,False,uncapped,Missouri River,Missouri River,"Iowa,Nebraska",true,False,True,False,False,,False,06610000,4,"06610000,06610505,410333095530101,412126095565201",ok,ok,cold_semiarid,mid,cold_semiarid|mid,unknown_until_gages,20260826,1b2b24ee903e597951451fc5b7f2cddf21f176ca2f742e1d4526a61c5bb7b9f7,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_16050102,16,1605,160501,16050102,16050102,4,5,"10348000,10348200,10350500,10351600",1989-08-26,1998-09-29,1989-08-26,1998-09-29,9.092402464065708,True,30.961535255828085,4,0,complete,False,uncapped,TRUCKEE RV|TRUCKEE RV BLW DERBY DAM,mixed,Nevada,not_queried,False,True,False,False,,False,,,,,,cold_semiarid,mid,cold_semiarid|mid,unknown_until_gages,20260826,b4b01be2a2c0711a7aab3d6d54e3eb4497c584368e9492242630c6af3ae761f2,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10160003,10,1016,101600,10160003,10160003,4,4,"06470500,06470830,06470875,06471000",1985-10-10,1994-09-30,1985-10-10,1994-09-30,8.971937029431896,True,83.61368386426112,4,0,complete,False,uncapped,DAKOTA LAKE|JAMES RIVER,mixed,"North Dakota,South Dakota",not_queried,False,True,False,False,,False,,,,,,cold_semiarid,mid,cold_semiarid|mid,unknown_until_gages,20260826,d1aac4cf5105a961888975ee6ca956e513b7907a2b5386865f7f4a62ef012d91,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02040203,02,0204,020402,02040203,02040203,4,6,"01470779,01470960,01472157,01473500",2017-10-01,2026-08-24,2017-10-01,2026-08-24,8.895277207392198,True,76.70714096595154,4,0,complete,False,uncapped,French Creek|Schuylkill River|Tulpehocken Cr|Tulpehocken Creek,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,451f1327ef2adad94dba6454fdb978263b4cc7766aac57233e97c0897105c23a,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03080101,03,0308,030801,03080101,03080101,4,4,"02232400,02234000,02234500,02236000",2007-12-12,2016-09-29,2007-12-12,2016-09-29,8.799452429842573,True,86.70050807610545,4,0,complete,False,uncapped,ST. JOHNS RIVER,ST. JOHNS RIVER,Florida,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,c74b466480ab229b6086acfe7687aee66d4e2fe4ca5a88fa366657438d30c3b6,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_07120004,07,0712,071200,07120004,07120004,4,5,"05536995,05537980,05538010,05539670",2017-11-17,2026-08-24,2017-11-17,2026-08-24,8.766598220396988,True,28.18497019521645,4,0,complete,False,uncapped,CHICAGO SANITARY AND SHIP CANAL|DES PLAINES RIVER,mixed,Illinois,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,ea1f7fe1de522b46f3df8278b9dccaaaf52cad6ae490accf016aca19eca98fc9,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14080104,14,1408,140801,14080104,14080104,4,4,"09359020,09361500,09363500,09364500",2016-04-06,2024-10-09,2016-04-06,2024-10-09,8.509240246406572,True,127.57505917086027,4,0,complete,False,uncapped,ANIMAS RIVER,ANIMAS RIVER,"Colorado,New Mexico",not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,mid,cold_arid_highland|mid,unknown_until_gages,20260826,10739a6d593d206aab7ca50fa45af51855dc8b47bc9deca27d9377cdf9c8bc4f,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03050103,03,0305,030501,03050103,03050103,4,4,"02145910,02147310,021474095,02147505",2018-04-01,2026-08-24,2018-04-01,2026-08-24,8.396988364134154,True,54.095743080862285,4,0,complete,False,uncapped,CATAWBA RIVER|CEDAR CREEK RES TAILRACE|GREAT FALLS RESERVOIR TAILRACE,mixed,South Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,60a571071f1c15de1fe6f7e83de845d5c4f0b195759176b466f2f5c99c588865,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17110014,17,1711,171100,17110014,17110014,4,4,"12098700,12100490,12101100,12101102",2016-06-08,2024-09-29,2016-06-08,2024-09-29,8.309377138945928,True,19.404412288200536,4,0,complete,False,uncapped,LAKE TAPPS DIVERSION|WHITE RIVER,mixed,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,1fa76db5c085c4ce12544b9fcd79c8e95cfd30fef23c868891c36a96db4223c1,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17010204,17,1701,170102,17010204,17010204,3,3,"12340500,12353650,12354700",1985-07-31,2026-08-24,1985-07-31,2026-08-24,41.06502395619439,True,87.7911284879233,3,0,complete,False,uncapped,Clark Fork,Clark Fork,Montana,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,2da90a2f750444dfe1c479b2f1f2c2663ffa6b1ded8dcba7748d19c7527f729a,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17100309,17,1710,171003,17100309,17100309,3,3,"14362000,14366000,14369500",1985-10-01,2026-08-24,1985-10-01,2026-08-24,40.8952772073922,True,40.413774823770765,3,0,complete,False,uncapped,APPLEGATE RIVER,APPLEGATE RIVER,Oregon,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,db08f2d33062b5f763e6942c19e13075c49e36ef9bb2a0529d67be0e42f9d73c,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_18040010,18,1804,180400,18040010,18040010,3,3,"11299997,11302000,11303000",1985-07-01,2023-04-05,1985-07-01,2023-04-05,37.76043805612594,True,47.281569491750474,3,0,complete,False,uncapped,STANISLAUS R|STANISLAUS R A RIPON CA,mixed,California,not_queried,False,True,False,False,,False,,,,,,mediterranean,small,mediterranean|small,unknown_until_gages,20260826,8992da0c2d816de26b22fe52128f632fe32b0c8498753eed7a1bdaf8bebfa228,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02040102,02,0204,020401,02040102,02040102,3,3,"01417500,01420500,01421000",1987-09-30,2025-04-17,1987-09-30,2025-04-17,37.54688569472964,True,16.402587960105578,3,0,complete,False,uncapped,BEAVER KILL|EAST BRANCH DELAWARE RIVER,mixed,New York,not_queried,False,True,False,True,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,9981ec6f8e3d2371d957bf7695ae90f58fa478535c07f2d89179080063090283,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_16050101,16,1605,160501,16050101,16050101,3,3,"10336610,10336730,10336780",1998-04-08,2026-08-24,1998-04-08,2026-08-24,28.37782340862423,True,18.88251437636639,3,0,complete,False,uncapped,GLENBROOK CK|TROUT CK|UPPER TRUCKEE RV,mixed,"California,Nevada",not_queried,False,True,False,False,,False,,,,,,cold_semiarid,small,cold_semiarid|small,unknown_until_gages,20260826,53f9571267d8d46c03878bb047066bafcfaf9f0050b76814f4edc15de9d61ff8,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14040106,14,1404,140401,14040106,14040106,3,3,"09217000,09234500,09261000",1998-09-25,2026-08-24,1998-09-25,2026-08-24,27.912388774811774,True,124.46144870129672,3,0,complete,False,uncapped,GREEN RIVER,GREEN RIVER,"Utah,Wyoming",not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,small,cold_arid_highland|small,unknown_until_gages,20260826,1b9615c540f53b329dd8ad9f9d8883b2e81310b97c146abc06dd8af6e234a731,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11010003,11,1101,110100,11010003,11010003,3,3,"07053450,07054501,07054527",2000-09-30,2026-08-24,2000-09-30,2026-08-24,25.897330595482547,True,71.41599209853858,3,0,complete,False,uncapped,White River,White River,"Arkansas,Missouri",not_queried,False,True,False,False,,False,,,,,,humid_subtropical,small,humid_subtropical|small,unknown_until_gages,20260826,b1e2d9a81dcf973947963b53a5569c9e34307f6b44ddb9c82f38203859cba88a,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02020006,02,0202,020200,02020006,02020006,3,3,"01359139,01362230,01362500",2002-02-27,2026-08-24,2002-02-27,2026-08-24,24.487337440109513,True,82.50358256286619,3,0,complete,False,uncapped,DIVERSION FROM SCHOHARIE RESERVOIR NY|ESOPUS CREEK|HUDSON RIVER,mixed,New York,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,4328e28eef64ff98fa37f7813c61d2ce5f723e2bc1d367cfd1d5ab891452e7dd,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05130202,05,0513,051302,05130202,05130202,3,3,"03431083,03431091,03431514",2003-09-06,2026-08-24,2003-09-06,2026-08-24,22.965092402464066,True,11.928585872272993,3,0,complete,False,uncapped,CUMBERLAND R|CUMBERLAND RIVER|MILL CREEK,mixed,Tennessee,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,c33dd3b470fe11264ba55ea87f65543fc37abb047aadb3c71e7cd059acbaa9fb,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17090011,17,1709,170900,17090011,17090011,3,3,"14209710,14210000,14211010",2005-04-18,2026-08-24,2005-04-18,2026-08-24,21.349760438056126,True,40.53107357154668,3,0,complete,False,uncapped,CLACKAMAS RIVER,CLACKAMAS RIVER,Oregon,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,small,marine_west_coast|small,unknown_until_gages,20260826,5a7c39c1d8ecb5cd39c932ce3f6c507562c30b91e1ac11d918603b7ba97e996a,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_12030203,12,1203,120302,12030203,12030203,3,3,"08067100,08067215,08067252",2003-09-30,2024-10-28,2003-09-30,2024-10-28,21.078713210130047,True,14.979956309927028,3,0,complete,False,uncapped,Old Rv Cutoff|Trinity Rv,mixed,Texas,not_queried,False,True,False,False,,False,,,,,,subtropical_semiarid,small,subtropical_semiarid|small,unknown_until_gages,20260826,a7710c2adb1d8315bf5b8be18e317b973d7f69a0c6396b83c1107a77079d8738,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_01080205,01,0108,010802,01080205,01080205,3,4,"01192500,01193050,01193500",1997-04-25,2017-10-18,1997-04-25,2017-10-18,20.48186173853525,True,28.112615653862736,3,0,complete,False,uncapped,CONNECTICUT RIVER|HOCKANUM RIVER|SALMON RIVER,mixed,Connecticut,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,aa1cd6176ab79cda5e9aa13ecb0bb3d029658f1c695470ac6993d07235d1a553,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14010003,14,1401,140100,14010003,14010003,3,3,"09064600,09066510,394220106431500",2006-04-29,2026-08-24,2006-04-29,2026-08-24,20.320328542094455,True,32.38842346939045,3,0,complete,False,uncapped,EAGLE RIVER|GORE CREEK,mixed,Colorado,not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,small,cold_arid_highland|small,unknown_until_gages,20260826,f0c832724c48ac5f430f2cd1a179ac84ca3dbbe7cc75b539e7d5d19831e30ffa,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02040103,02,0204,020401,02040103,02040103,3,3,"01428750,01429000,01431500",2007-08-23,2026-08-24,2007-08-23,2026-08-24,19.003422313483917,True,27.820966519582583,3,0,complete,False,uncapped,Lackawaxen River|West Branch Lackawaxen River,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,small,humid_continental|small,unknown_until_gages,20260826,ca7a95614e60b00856f40018b44b049efcd75a08d4202ac9eacfd7658e7f0389,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_14010005,14,1401,140100,14010005,14010005,3,3,"09085150,09095300,09163500",2006-05-13,2024-08-01,2006-05-13,2024-08-01,18.220396988364133,True,147.27135667740652,3,0,complete,False,uncapped,COLORADO R ABV SOUTH CANYON CR|COLORADO RIVER|DRY FORK,mixed,Colorado,not_queried,False,True,False,False,,False,,,,,,cold_arid_highland,small,cold_arid_highland|small,unknown_until_gages,20260826,3582f89fe28647d39599feaca5c4f9b2e0233a55ba48b740c285920f33192170,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
